"Source","MergedBGC","SS_NoSpace","Edatopic","Special","Codes"
"BECv10","ESSFdvw","ESSFdvw/03","C0","",""
"BECv10","ESSFdvw","ESSFdvw/03","C1","",""
"BECv10","ESSFdvw","ESSFdvw/03","C2","",""
"BECv10","ESSFdvw","ESSFdvw/04","A2","",""
"BECv10","ESSFdvw","ESSFdvw/04","A3","",""
"BECv10","ESSFdvw","ESSFdvw/04","B2","",""
"BECv10","ESSFdvw","ESSFdvw/04","B3","",""
"BECv10","ESSFdvw","ESSFdvw/04","C2","",""
"BECv10","ESSFdvw","ESSFdvw/04","C3","",""
"BECv10","ESSFdvw","ESSFdvw/04","D2","",""
"BECv10","ESSFdvw","ESSFdvw/04","D3","",""
"BECv10","ESSFdvw","ESSFdvw/05","B4","",""
"BECv10","ESSFdvw","ESSFdvw/05","B5","",""
"BECv10","ESSFdvw","ESSFdvw/05","B6","",""
"BECv10","ESSFdvw","ESSFdvw/05","C3","",""
"BECv10","ESSFdvw","ESSFdvw/05","C4","",""
"BECv10","ESSFdvw","ESSFdvw/05","C5","",""
"BECv10","ESSFdvw","ESSFdvw/05","C6","",""
"BECv10","ESSFdvw","ESSFdvw/05","D3","",""
"BECv10","ESSFdvw","ESSFdvw/05","D4","",""
"BECv10","ESSFdvw","ESSFdvw/05","D5","",""
"BECv10","ESSFdvw","ESSFdvw/05","D6","",""
"BECv10","ESSFdvw","ESSFdvw/05","E3","",""
"BECv10","ESSFdvw","ESSFdvw/05","E4","",""
"BECv10","ESSFdvw","ESSFdvw/05","E5","",""
"BECv10","ESSFdvw","ESSFdvw/05","E6","",""
"BECv10","ESSFdvw","ESSFdvw/06","A6","",""
"BECv10","ESSFdvw","ESSFdvw/06","A7","",""
"BECv10","ESSFdvw","ESSFdvw/06","B6","",""
"BECv10","ESSFdvw","ESSFdvw/06","B7","",""
"BECv10","ESSFdvw","ESSFdvw/06","C6","",""
"BECv10","ESSFdvw","ESSFdvw/06","C7","",""
"BECv10","ESSFdvw","ESSFdvw/06","D6","",""
"BECv10","ESSFdvw","ESSFdvw/06","D7","",""
"BECv10","ESSFdvw","ESSFdvw/06","E6","",""
"BECv10","ESSFdvw","ESSFdvw/06","E7","",""
"BECv10","ESSFmmw","ESSFmmw/01","B3","",""
"BECv10","ESSFmmw","ESSFmmw/01","B4","",""
"BECv10","ESSFmmw","ESSFmmw/01","C3","",""
"BECv10","ESSFmmw","ESSFmmw/01","C4","",""
"BECv10","ESSFmmw","ESSFmmw/01","D3","",""
"BECv10","ESSFmmw","ESSFmmw/01","D4","",""
"BECv10","ESSFmmw","ESSFmmw/02","A1","",""
"BECv10","ESSFmmw","ESSFmmw/02","B1","",""
"BECv10","ESSFmmw","ESSFmmw/03","A2","",""
"BECv10","ESSFmmw","ESSFmmw/03","B1","",""
"BECv10","ESSFmmw","ESSFmmw/03","B2","",""
"BECv10","ESSFmmw","ESSFmmw/04","B2","",""
"BECv10","ESSFmmw","ESSFmmw/04","C2","",""
"BECv10","ESSFmmw","ESSFmmw/05","B5","",""
"BECv10","ESSFmmw","ESSFmmw/05","C5","",""
"BECv10","ESSFmmw","ESSFmmw/05","D5","",""
"BECv10","ESSFmmw","ESSFmmw/06","B5","",""
"BECv10","ESSFmmw","ESSFmmw/06","B6","",""
"BECv10","ESSFmmw","ESSFmmw/06","C5","",""
"BECv10","ESSFmmw","ESSFmmw/06","C6","",""
"BECv10","ESSFmmw","ESSFmmw/06","D5","",""
"BECv10","ESSFmmw","ESSFmmw/06","D6","",""
"BECv10","ESSFmmw","ESSFmmw/06","A7","",""
"BECv10","ESSFmmw","ESSFmmw/06","B7","",""
"BECv10","ESSFmww","ESSFmww/01","B3","",""
"BECv10","ESSFmww","ESSFmww/01","C3","",""
"BECv10","ESSFmww","ESSFmww/01","D3","",""
"BECv10","ESSFmww","ESSFmww/01","B4","",""
"BECv10","ESSFmww","ESSFmww/01","C4","",""
"BECv10","ESSFmww","ESSFmww/01","D4","",""
"BECv10","ESSFmww","ESSFmww/01","A3","",""
"BECv10","ESSFmww","ESSFmww/01","A4","",""
"BECv10","ESSFmww","ESSFmww/02","A0","",""
"BECv10","ESSFmww","ESSFmww/02","B0","",""
"BECv10","ESSFmww","ESSFmww/02","C0","",""
"BECv10","ESSFmww","ESSFmww/02","D0","",""
"BECv10","ESSFmww","ESSFmww/02","A1","",""
"BECv10","ESSFmww","ESSFmww/02","B1","",""
"BECv10","ESSFmww","ESSFmww/02","C1","",""
"BECv10","ESSFmww","ESSFmww/02","D1","",""
"BECv10","ESSFmww","ESSFmww/03","A2","",""
"BECv10","ESSFmww","ESSFmww/03","B2","",""
"BECv10","ESSFmww","ESSFmww/03","C2","",""
"BECv10","ESSFmww","ESSFmww/03","D2","",""
"BECv10","ESSFmww","ESSFmww/03","A3","",""
"BECv10","ESSFmww","ESSFmww/03","B3","",""
"BECv10","ESSFmww","ESSFmww/03","C3","",""
"BECv10","ESSFmww","ESSFmww/03","D3","",""
"BECv10","ESSFmww","ESSFmww/03","A1","",""
"BECv10","ESSFmww","ESSFmww/03","B1","",""
"BECv10","ESSFmww","ESSFmww/03","C1","",""
"BECv10","ESSFmww","ESSFmww/03","D1","",""
"BECv10","ESSFmww","ESSFmww/04","A2","",""
"BECv10","ESSFmww","ESSFmww/04","B2","",""
"BECv10","ESSFmww","ESSFmww/04","C2","",""
"BECv10","ESSFmww","ESSFmww/04","A3","",""
"BECv10","ESSFmww","ESSFmww/04","B3","",""
"BECv10","ESSFmww","ESSFmww/04","C3","",""
"BECv10","ESSFmww","ESSFmww/04","A4","",""
"BECv10","ESSFmww","ESSFmww/04","B4","",""
"BECv10","ESSFmww","ESSFmww/04","C4","",""
"BECv10","ESSFmww","ESSFmww/05","A4","",""
"BECv10","ESSFmww","ESSFmww/05","B4","",""
"BECv10","ESSFmww","ESSFmww/05","C4","",""
"BECv10","ESSFmww","ESSFmww/05","A5","",""
"BECv10","ESSFmww","ESSFmww/05","B5","",""
"BECv10","ESSFmww","ESSFmww/05","C5","",""
"BECv10","ESSFmww","ESSFmww/06","C4","",""
"BECv10","ESSFmww","ESSFmww/06","D4","",""
"BECv10","ESSFmww","ESSFmww/06","E4","",""
"BECv10","ESSFmww","ESSFmww/06","C5","",""
"BECv10","ESSFmww","ESSFmww/06","D5","",""
"BECv10","ESSFmww","ESSFmww/06","E5","",""
"BECv10","ESSFmww","ESSFmww/06","C6","",""
"BECv10","ESSFmww","ESSFmww/06","D6","",""
"BECv10","ESSFmww","ESSFmww/06","E6","",""
"BECv10","ESSFmww","ESSFmww/07","D5","",""
"BECv10","ESSFmww","ESSFmww/07","E5","",""
"BECv10","ESSFmww","ESSFmww/07","D6","",""
"BECv10","ESSFmww","ESSFmww/07","E6","",""
"BECv10","ESSFmww","ESSFmww/07","D7","",""
"BECv10","ESSFmww","ESSFmww/07","E7","",""
"BECv10","ESSFmww","ESSFmww/08","C6","",""
"BECv10","ESSFmww","ESSFmww/08","D6","",""
"BECv10","ESSFmww","ESSFmww/08","E6","",""
"BECv10","ESSFmww","ESSFmww/08","C7","",""
"BECv10","ESSFmww","ESSFmww/08","D7","",""
"BECv10","ESSFmww","ESSFmww/08","E7","",""
"BECv10","ESSFvcw","ESSFvcw/01","A2","",""
"BECv10","ESSFvcw","ESSFvcw/01","B2","",""
"BECv10","ESSFvcw","ESSFvcw/01","C2","",""
"BECv10","ESSFvcw","ESSFvcw/01","D2","",""
"BECv10","ESSFvcw","ESSFvcw/01","A3","",""
"BECv10","ESSFvcw","ESSFvcw/01","B3","",""
"BECv10","ESSFvcw","ESSFvcw/01","C3","",""
"BECv10","ESSFvcw","ESSFvcw/01","D3","",""
"BECv10","ESSFvcw","ESSFvcw/01","A4","",""
"BECv10","ESSFvcw","ESSFvcw/01","B4","",""
"BECv10","ESSFvcw","ESSFvcw/01","C4","",""
"BECv10","ESSFvcw","ESSFvcw/01","D4","",""
"BECv10","ESSFvcw","ESSFvcw/02","A0","",""
"BECv10","ESSFvcw","ESSFvcw/02","B0","",""
"BECv10","ESSFvcw","ESSFvcw/02","A1","",""
"BECv10","ESSFvcw","ESSFvcw/02","B1","",""
"BECv10","ESSFvcw","ESSFvcw/02","A2","",""
"BECv10","ESSFvcw","ESSFvcw/02","B2","",""
"BECv10","ESSFvcw","ESSFvcw/03","B0","",""
"BECv10","ESSFvcw","ESSFvcw/03","C0","",""
"BECv10","ESSFvcw","ESSFvcw/03","B1","",""
"BECv10","ESSFvcw","ESSFvcw/03","C1","",""
"BECv10","ESSFvcw","ESSFvcw/03","A2","",""
"BECv10","ESSFvcw","ESSFvcw/03","B2","",""
"BECv10","ESSFvcw","ESSFvcw/03","C2","",""
"BECv10","ESSFvcw","ESSFvcw/03","A3","",""
"BECv10","ESSFvcw","ESSFvcw/03","B3","",""
"BECv10","ESSFvcw","ESSFvcw/03","C3","",""
"BECv10","ESSFvcw","ESSFvcw/03","D1","",""
"BECv10","ESSFvcw","ESSFvcw/03","D2","",""
"BECv10","ESSFvcw","ESSFvcw/03","D3","",""
"BECv10","ESSFvcw","ESSFvcw/04","B4","",""
"BECv10","ESSFvcw","ESSFvcw/04","C4","",""
"BECv10","ESSFvcw","ESSFvcw/04","D4","",""
"BECv10","ESSFvcw","ESSFvcw/04","E4","",""
"BECv10","ESSFvcw","ESSFvcw/04","B5","",""
"BECv10","ESSFvcw","ESSFvcw/04","C5","",""
"BECv10","ESSFvcw","ESSFvcw/04","D5","",""
"BECv10","ESSFvcw","ESSFvcw/04","E5","",""
"BECv10","ESSFvcw","ESSFvcw/04","B6","",""
"BECv10","ESSFvcw","ESSFvcw/04","C6","",""
"BECv10","ESSFvcw","ESSFvcw/04","D6","",""
"BECv10","ESSFvcw","ESSFvcw/04","E6","",""
"BECv10","ESSFvcw","ESSFvcw/05","B5","",""
"BECv10","ESSFvcw","ESSFvcw/05","C5","",""
"BECv10","ESSFvcw","ESSFvcw/05","D5","",""
"BECv10","ESSFvcw","ESSFvcw/05","B6","",""
"BECv10","ESSFvcw","ESSFvcw/05","C6","",""
"BECv10","ESSFvcw","ESSFvcw/05","D6","",""
"BECv10","ESSFvcw","ESSFvcw/05","E6","",""
"BECv10","ESSFvcw","ESSFvcw/05","B7","",""
"BECv10","ESSFvcw","ESSFvcw/05","C7","",""
"BECv10","ESSFvcw","ESSFvcw/05","E5","",""
"BECv10","ESSFvcw","ESSFvcw/06","C6","",""
"BECv10","ESSFvcw","ESSFvcw/06","D6","",""
"BECv10","ESSFvcw","ESSFvcw/06","B7","",""
"BECv10","ESSFvcw","ESSFvcw/06","C7","",""
"BECv10","ESSFvcw","ESSFvcw/06","D7","",""
"BECv10","ESSFvcw","ESSFvcw/06","B6","",""
"BECv10","ESSFvcw","ESSFvcw/06","E6","",""
"BECv10","ESSFvcw","ESSFvcw/06","A7","",""
"BECv10","ESSFvcw","ESSFvcw/06","E7","",""
"BECv10","ESSFxcw","ESSFxcw/01","B4","",""
"BECv10","ESSFxcw","ESSFxcw/01","C5","",""
"BECv10","ESSFxcw","ESSFxcw/01","D5","",""
"BECv10","ESSFxcw","ESSFxcw/01","D4","",""
"BECv10","ESSFxcw","ESSFxcw/01","B5","",""
"BECv10","ESSFxcw","ESSFxcw/01","A5","",""
"BECv10","ESSFxcw","ESSFxcw/01","A4","",""
"BECv10","ESSFxcw","ESSFxcw/01","C4","",""
"BECv10","ESSFxcw","ESSFxcw/02","C2","",""
"BECv10","ESSFxcw","ESSFxcw/02","A0","",""
"BECv10","ESSFxcw","ESSFxcw/02","A1","",""
"BECv10","ESSFxcw","ESSFxcw/02","A2","",""
"BECv10","ESSFxcw","ESSFxcw/02","B0","",""
"BECv10","ESSFxcw","ESSFxcw/02","B1","",""
"BECv10","ESSFxcw","ESSFxcw/02","B2","",""
"BECv10","ESSFxcw","ESSFxcw/02","C0","",""
"BECv10","ESSFxcw","ESSFxcw/02","C1","",""
"BECv10","ESSFxcw","ESSFxcw/03","D2","",""
"BECv10","ESSFxcw","ESSFxcw/03","C1","",""
"BECv10","ESSFxcw","ESSFxcw/03","C2","",""
"BECv10","ESSFxcw","ESSFxcw/03","D1","",""
"BECv10","ESSFxcw","ESSFxcw/04","C2","",""
"BECv10","ESSFxcw","ESSFxcw/04","C3","",""
"BECv10","ESSFxcw","ESSFxcw/04","D2","",""
"BECv10","ESSFxcw","ESSFxcw/04","D3","",""
"BECv10","ESSFxcw","ESSFxcw/05","C3","",""
"BECv10","ESSFxcw","ESSFxcw/05","D4","",""
"BECv10","ESSFxcw","ESSFxcw/05","C4","",""
"BECv10","ESSFxcw","ESSFxcw/05","C2","",""
"BECv10","ESSFxcw","ESSFxcw/05","B3","",""
"BECv10","ESSFxcw","ESSFxcw/05","B2","",""
"BECv10","ESSFxcw","ESSFxcw/05","A4","",""
"BECv10","ESSFxcw","ESSFxcw/05","A3","",""
"BECv10","ESSFxcw","ESSFxcw/05","A2","",""
"BECv10","ESSFxcw","ESSFxcw/05","B4","",""
"BECv10","ESSFxcw","ESSFxcw/05","D3","",""
"BECv10","ESSFxcw","ESSFxcw/06","A4","",""
"BECv10","ESSFxcw","ESSFxcw/06","C4","",""
"BECv10","ESSFxcw","ESSFxcw/06","C3","",""
"BECv10","ESSFxcw","ESSFxcw/06","B3","",""
"BECv10","ESSFxcw","ESSFxcw/06","A3","",""
"BECv10","ESSFxcw","ESSFxcw/06","B4","",""
"BECv10","ESSFxcw","ESSFxcw/07","D6","",""
"BECv10","ESSFxcw","ESSFxcw/07","E6","",""
"BECv10","ESSFxcw","ESSFxcw/07","E5","",""
"BECv10","ESSFxcw","ESSFxcw/07","B6","",""
"BECv10","ESSFxcw","ESSFxcw/07","C5","",""
"BECv10","ESSFxcw","ESSFxcw/07","B5","",""
"BECv10","ESSFxcw","ESSFxcw/07","D5","",""
"BECv10","ESSFxcw","ESSFxcw/07","C6","",""
"BECv10","ESSFxcw","ESSFxcw/08","B6","",""
"BECv10","ESSFxcw","ESSFxcw/08","C6","",""
"BECv10","ESSFxcw","ESSFxcw/08","D6","",""
"BECv10","ESSFxcw","ESSFxcw/08","E6","",""
"BECv10","ESSFxcw","ESSFxcw/09","B6","",""
"BECv10","ESSFxcw","ESSFxcw/09","B7","",""
"BECv10","ESSFxcw","ESSFxcw/09","C6","",""
"BECv10","ESSFxcw","ESSFxcw/09","C7","",""
"BECv10","ESSFxcw","ESSFxcw/10","D6","",""
"BECv10","ESSFxcw","ESSFxcw/10","D7","",""
"BECv10","ESSFxcw","ESSFxcw/10","C7","",""
"BECv10","ESSFxcw","ESSFxcw/10","C6","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","B1","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C1","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","B2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C1","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","D1","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","D2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","D2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","B1","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C1","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","B2","",""
"BECv10","ESSFxcw","ESSFxcw/Gg","C2","",""
"BECv10","BGxh2","BGxh2/Gs","C2","",""
"BECv10","BGxh2","BGxh2/Gs","D2","",""
"BECv10","BGxh2","BGxh2/Gs","C3","",""
"BECv10","BGxh2","BGxh2/Gs","D3","",""
"BECv10","BGxh2","BGxh2/Gs","C2","",""
"BECv10","BGxh2","BGxh2/Gs","D2","",""
"BECv10","BGxh2","BGxh2/Gs","C3","",""
"BECv10","BGxh2","BGxh2/Gs","D3","",""
"BECv10","ESSFxvw","ESSFxvw/01","B4","",""
"BECv10","ESSFxvw","ESSFxvw/01","B4","",""
"BECv10","ESSFxvw","ESSFxvw/01","B4","",""
"BECv10","ESSFxvw","ESSFxvw/01","C3","",""
"BECv10","ESSFxvw","ESSFxvw/01","C3","",""
"BECv10","ESSFxvw","ESSFxvw/01","C3","",""
"BECv10","ESSFxvw","ESSFxvw/01","C4","",""
"BECv10","ESSFxvw","ESSFxvw/01","C4","",""
"BECv10","ESSFxvw","ESSFxvw/01","C4","",""
"BECv10","ESSFxvw","ESSFxvw/01","D3","",""
"BECv10","ESSFxvw","ESSFxvw/01","D3","",""
"BECv10","ESSFxvw","ESSFxvw/01","D3","",""
"BECv10","ESSFxvw","ESSFxvw/01","D4","",""
"BECv10","ESSFxvw","ESSFxvw/01","D4","",""
"BECv10","ESSFxvw","ESSFxvw/01","D4","",""
"BECv10","ESSFxvw","ESSFxvw/02","A0","",""
"BECv10","ESSFxvw","ESSFxvw/02","A0","",""
"BECv10","ESSFxvw","ESSFxvw/02","A0","",""
"BECv10","ESSFxvw","ESSFxvw/02","A1","",""
"BECv10","ESSFxvw","ESSFxvw/02","A1","",""
"BECv10","ESSFxvw","ESSFxvw/02","A1","",""
"BECv10","ESSFxvw","ESSFxvw/02","B0","",""
"BECv10","ESSFxvw","ESSFxvw/02","B0","",""
"BECv10","ESSFxvw","ESSFxvw/02","B0","",""
"BECv10","ESSFxvw","ESSFxvw/02","B1","",""
"BECv10","ESSFxvw","ESSFxvw/02","B1","",""
"BECv10","ESSFxvw","ESSFxvw/02","B1","",""
"BECv10","ESSFxvw","ESSFxvw/02","B2","",""
"BECv10","ESSFxvw","ESSFxvw/02","B2","",""
"BECv10","ESSFxvw","ESSFxvw/02","B2","",""
"BECv10","ESSFxvw","ESSFxvw/02","C0","",""
"BECv10","ESSFxvw","ESSFxvw/02","C0","",""
"BECv10","ESSFxvw","ESSFxvw/02","C0","",""
"BECv10","ESSFxvw","ESSFxvw/02","C1","",""
"BECv10","ESSFxvw","ESSFxvw/02","C1","",""
"BECv10","ESSFxvw","ESSFxvw/02","C1","",""
"BECv10","ESSFxvw","ESSFxvw/02","C2","",""
"BECv10","ESSFxvw","ESSFxvw/02","C2","",""
"BECv10","ESSFxvw","ESSFxvw/02","C2","",""
"BECv10","ESSFxvw","ESSFxvw/02","D0","",""
"BECv10","ESSFxvw","ESSFxvw/02","D0","",""
"BECv10","ESSFxvw","ESSFxvw/02","D0","",""
"BECv10","ESSFxvw","ESSFxvw/02","D1","",""
"BECv10","ESSFxvw","ESSFxvw/02","D1","",""
"BECv10","ESSFxvw","ESSFxvw/02","D1","",""
"BECv10","ESSFxvw","ESSFxvw/02","D2","",""
"BECv10","ESSFxvw","ESSFxvw/02","D2","",""
"BECv10","ESSFxvw","ESSFxvw/02","D2","",""
"BECv10","ESSFxvw","ESSFxvw/03","A1","",""
"BECv10","ESSFxvw","ESSFxvw/03","A1","",""
"BECv10","ESSFxvw","ESSFxvw/03","A1","",""
"BECv10","ESSFxvw","ESSFxvw/03","A2","",""
"BECv10","ESSFxvw","ESSFxvw/03","A2","",""
"BECv10","ESSFxvw","ESSFxvw/03","A2","",""
"BECv10","ESSFxvw","ESSFxvw/03","B1","",""
"BECv10","ESSFxvw","ESSFxvw/03","B1","",""
"BECv10","ESSFxvw","ESSFxvw/03","B1","",""
"BECv10","ESSFxvw","ESSFxvw/03","B2","",""
"BECv10","ESSFxvw","ESSFxvw/03","B2","",""
"BECv10","ESSFxvw","ESSFxvw/03","B2","",""
"BECv10","ESSFxvw","ESSFxvw/04","B2","",""
"BECv10","ESSFxvw","ESSFxvw/04","B2","",""
"BECv10","ESSFxvw","ESSFxvw/04","B2","",""
"BECv10","ESSFxvw","ESSFxvw/04","B3","",""
"BECv10","ESSFxvw","ESSFxvw/04","B3","",""
"BECv10","ESSFxvw","ESSFxvw/04","B3","",""
"BECv10","ESSFxvw","ESSFxvw/04","C2","",""
"BECv10","ESSFxvw","ESSFxvw/04","C2","",""
"BECv10","ESSFxvw","ESSFxvw/04","C2","",""
"BECv10","ESSFxvw","ESSFxvw/04","C3","",""
"BECv10","ESSFxvw","ESSFxvw/04","C3","",""
"BECv10","ESSFxvw","ESSFxvw/04","C3","",""
"BECv10","ESSFxvw","ESSFxvw/04","D2","",""
"BECv10","ESSFxvw","ESSFxvw/04","D2","",""
"BECv10","ESSFxvw","ESSFxvw/04","D2","",""
"BECv10","ESSFxvw","ESSFxvw/04","D3","",""
"BECv10","ESSFxvw","ESSFxvw/04","D3","",""
"BECv10","ESSFxvw","ESSFxvw/04","D3","",""
"BECv10","ESSFxvw","ESSFxvw/05","B2","",""
"BECv10","ESSFxvw","ESSFxvw/05","B2","",""
"BECv10","ESSFxvw","ESSFxvw/05","B2","",""
"BECv10","ESSFxvw","ESSFxvw/05","B3","",""
"BECv10","ESSFxvw","ESSFxvw/05","B3","",""
"BECv10","ESSFxvw","ESSFxvw/05","B3","",""
"BECv10","ESSFxvw","ESSFxvw/05","C2","",""
"BECv10","ESSFxvw","ESSFxvw/05","C2","",""
"BECv10","ESSFxvw","ESSFxvw/05","C2","",""
"BECv10","ESSFxvw","ESSFxvw/05","C3","",""
"BECv10","ESSFxvw","ESSFxvw/05","C3","",""
"BECv10","ESSFxvw","ESSFxvw/05","C3","",""
"BECv10","ESSFxvw","ESSFxvw/05","D2","",""
"BECv10","ESSFxvw","ESSFxvw/05","D2","",""
"BECv10","ESSFxvw","ESSFxvw/05","D2","",""
"BECv10","ESSFxvw","ESSFxvw/05","D3","",""
"BECv10","ESSFxvw","ESSFxvw/05","D3","",""
"BECv10","ESSFxvw","ESSFxvw/05","D3","",""
"BECv10","ESSFxvw","ESSFxvw/06","B3","",""
"BECv10","ESSFxvw","ESSFxvw/06","B3","",""
"BECv10","ESSFxvw","ESSFxvw/06","B3","",""
"BECv10","ESSFxvw","ESSFxvw/06","B4","",""
"BECv10","ESSFxvw","ESSFxvw/06","B4","",""
"BECv10","ESSFxvw","ESSFxvw/06","B4","",""
"BECv10","ESSFxvw","ESSFxvw/06","C3","",""
"BECv10","ESSFxvw","ESSFxvw/06","C3","",""
"BECv10","ESSFxvw","ESSFxvw/06","C3","",""
"BECv10","ESSFxvw","ESSFxvw/06","C4","",""
"BECv10","ESSFxvw","ESSFxvw/06","C4","",""
"BECv10","ESSFxvw","ESSFxvw/06","C4","",""
"BECv10","ESSFxvw","ESSFxvw/07","B4","",""
"BECv10","ESSFxvw","ESSFxvw/07","B4","",""
"BECv10","ESSFxvw","ESSFxvw/07","B4","",""
"BECv10","ESSFxvw","ESSFxvw/07","B5","",""
"BECv10","ESSFxvw","ESSFxvw/07","B5","",""
"BECv10","ESSFxvw","ESSFxvw/07","B5","",""
"BECv10","ESSFxvw","ESSFxvw/07","B6","",""
"BECv10","ESSFxvw","ESSFxvw/07","B6","",""
"BECv10","ESSFxvw","ESSFxvw/07","B6","",""
"BECv10","ESSFxvw","ESSFxvw/07","C4","",""
"BECv10","ESSFxvw","ESSFxvw/07","C4","",""
"BECv10","ESSFxvw","ESSFxvw/07","C4","",""
"BECv10","ESSFxvw","ESSFxvw/07","C5","",""
"BECv10","ESSFxvw","ESSFxvw/07","C5","",""
"BECv10","ESSFxvw","ESSFxvw/07","C5","",""
"BECv10","ESSFxvw","ESSFxvw/07","C6","",""
"BECv10","ESSFxvw","ESSFxvw/07","C6","",""
"BECv10","ESSFxvw","ESSFxvw/07","C6","",""
"BECv10","ESSFxvw","ESSFxvw/07","D4","",""
"BECv10","ESSFxvw","ESSFxvw/07","D4","",""
"BECv10","ESSFxvw","ESSFxvw/07","D4","",""
"BECv10","ESSFxvw","ESSFxvw/07","D5","",""
"BECv10","ESSFxvw","ESSFxvw/07","D5","",""
"BECv10","ESSFxvw","ESSFxvw/07","D5","",""
"BECv10","ESSFxvw","ESSFxvw/08","B6","",""
"BECv10","ESSFxvw","ESSFxvw/08","B6","",""
"BECv10","ESSFxvw","ESSFxvw/08","B6","",""
"BECv10","ESSFxvw","ESSFxvw/08","B7","",""
"BECv10","ESSFxvw","ESSFxvw/08","B7","",""
"BECv10","ESSFxvw","ESSFxvw/08","B7","",""
"BECv10","ESSFxvw","ESSFxvw/08","C6","",""
"BECv10","ESSFxvw","ESSFxvw/08","C6","",""
"BECv10","ESSFxvw","ESSFxvw/08","C6","",""
"BECv10","ESSFxvw","ESSFxvw/08","C7","",""
"BECv10","ESSFxvw","ESSFxvw/08","C7","",""
"BECv10","ESSFxvw","ESSFxvw/08","C7","",""
"BECv10","ESSFxvw","ESSFxvw/08","D6","",""
"BECv10","ESSFxvw","ESSFxvw/08","D6","",""
"BECv10","ESSFxvw","ESSFxvw/08","D6","",""
"BECv10","ESSFxvw","ESSFxvw/08","D7","",""
"BECv10","ESSFxvw","ESSFxvw/08","D7","",""
"BECv10","ESSFxvw","ESSFxvw/08","D7","",""
"BECv10","ESSFxvw","ESSFxvw/09","D6","",""
"BECv10","ESSFxvw","ESSFxvw/09","D6","",""
"BECv10","ESSFxvw","ESSFxvw/09","D6","",""
"BECv10","ESSFxvw","ESSFxvw/09","D7","",""
"BECv10","ESSFxvw","ESSFxvw/09","D7","",""
"BECv10","ESSFxvw","ESSFxvw/09","D7","",""
"BECv10","ESSFxvw","ESSFxvw/09","E6","",""
"BECv10","ESSFxvw","ESSFxvw/09","E6","",""
"BECv10","ESSFxvw","ESSFxvw/09","E6","",""
"BECv10","ESSFxvw","ESSFxvw/09","E7","",""
"BECv10","ESSFxvw","ESSFxvw/09","E7","",""
"BECv10","ESSFxvw","ESSFxvw/09","E7","",""
"BECv10","IDFdw","IDFdw/01","B4","",""
"BECv10","IDFdw","IDFdw/01","C4","",""
"BECv10","IDFdw","IDFdw/01","D3","",""
"BECv10","IDFdw","IDFdw/01","D4","",""
"BECv10","IDFdw","IDFdw/02","A1","",""
"BECv10","IDFdw","IDFdw/02","B1","",""
"BECv10","IDFdw","IDFdw/02","C1","",""
"BECv10","IDFdw","IDFdw/02","D1","",""
"BECv10","IDFdw","IDFdw/03","A1","",""
"BECv10","IDFdw","IDFdw/03","A2","",""
"BECv10","IDFdw","IDFdw/03","B1","",""
"BECv10","IDFdw","IDFdw/03","B2","",""
"BECv10","IDFdw","IDFdw/04","C1","",""
"BECv10","IDFdw","IDFdw/04","C2","",""
"BECv10","IDFdw","IDFdw/04","D1","",""
"BECv10","IDFdw","IDFdw/04","D2","",""
"BECv10","IDFdw","IDFdw/05","C2","",""
"BECv10","IDFdw","IDFdw/05","C3","",""
"BECv10","IDFdw","IDFdw/05","D2","",""
"BECv10","IDFdw","IDFdw/05","D3","",""
"BECv10","IDFdw","IDFdw/06","A3","",""
"BECv10","IDFdw","IDFdw/06","B3","",""
"BECv10","IDFdw","IDFdw/07","B3","",""
"BECv10","IDFdw","IDFdw/07","C3","",""
"BECv10","IDFdw","IDFdw/08","B5","",""
"BECv10","IDFdw","IDFdw/08","C5","",""
"BECv10","IDFdw","IDFdw/09","C5","",""
"BECv10","IDFdw","IDFdw/09","D5","",""
"BECv10","IDFdw","IDFdw/09","E5","",""
"BECv10","IDFdw","IDFdw/10","B6","",""
"BECv10","IDFdw","IDFdw/10","B7","",""
"BECv10","IDFdw","IDFdw/10","C6","",""
"BECv10","IDFdw","IDFdw/10","C7","",""
"BECv10","IDFdw","IDFdw/10","D6","",""
"BECv10","IDFdw","IDFdw/10","D7","",""
"BECv10","IDFdw","IDFdw/10","E6","",""
"BECv10","IDFdw","IDFdw/10","E7","",""
"BECv10","MSmw1","MSmw1/01","B3","",""
"BECv10","MSmw1","MSmw1/01","C3","",""
"BECv10","MSmw1","MSmw1/01","D3","",""
"BECv10","MSmw1","MSmw1/01","B4","",""
"BECv10","MSmw1","MSmw1/01","C4","",""
"BECv10","MSmw1","MSmw1/01","D4","",""
